005F;Pc
10A2A;Lo
10A2B;Lo
10A2C;Lo
10A2D;Lo
10A2E;Lo
10A2F;Lo
10A30;Lo
10A31;Lo
10A32;Lo
10A33;Lo
10A60;Lo
10A61;Lo
10A62;Lo
10A63;Lo
10A64;Lo
10A65;Lo
10A66;Lo
10A67;Lo
10A68;Lo
10A69;Lo
10A6A;Lo
10A6B;Lo
10A6C;Lo
10A6D;Lo
10A6E;Lo
10A6F;Lo
10A70;Lo
10A71;Lo
10A72;Lo
10A73;Lo
10A74;Lo
10A75;Lo
10A76;Lo
10A77;Lo
10A78;Lo
10A79;Lo
10A7A;Lo
10A7B;Lo
10A7C;Lo
10A80;Lo
10A81;Lo
10A82;Lo
10A83;Lo
10A84;Lo
10A85;Lo
10A86;Lo
10A87;Lo
10A88;Lo
10A89;Lo
10A8A;Lo
10A8B;Lo
10A8C;Lo
10A8D;Lo
10A8E;Lo
10A8F;Lo
10A90;Lo
10A91;Lo
10A92;Lo
10A93;Lo
10A94;Lo
10A95;Lo
10A96;Lo
10A97;Lo
10A98;Lo
10A99;Lo
10A9A;Lo
10A9B;Lo
10A9C;Lo
10AC0;Lo
10AC1;Lo
10AC2;Lo
10AC3;Lo
10AC4;Lo
10AC5;Lo
10AC6;Lo
10AC7;Lo
10AC9;Lo
10ACA;Lo
10ACB;Lo
10ACC;Lo
10ACD;Lo
10ACE;Lo
10ACF;Lo
10AD0;Lo
10AD1;Lo
10AD2;Lo
10AD3;Lo
10AD4;Lo
10AD5;Lo
10AD6;Lo
10AD7;Lo
10AD8;Lo
10AD9;Lo
10ADA;Lo
10ADB;Lo
10ADC;Lo
10ADD;Lo
10ADE;Lo
10ADF;Lo
10AE0;Lo
10AE1;Lo
10AE2;Lo
10AE3;Lo
10AE4;Lo
10B00;Lo
10B01;Lo
10B02;Lo
10B03;Lo
10B04;Lo
10B05;Lo
10B06;Lo
10B07;Lo
10B08;Lo
10B09;Lo
10B0A;Lo
10B0B;Lo
10B0C;Lo
10B0D;Lo
10B0E;Lo
10B0F;Lo
10B10;Lo
10B11;Lo
10B12;Lo
10B13;Lo
10B14;Lo
10B15;Lo
10B16;Lo
10B17;Lo
10B18;Lo
10B19;Lo
10B1A;Lo
10B1B;Lo
10B1C;Lo
10B1D;Lo
10B1E;Lo
10B1F;Lo
10B20;Lo
10B21;Lo
10B22;Lo
10B23;Lo
10B24;Lo
10B25;Lo
10B26;Lo
10B27;Lo
10B28;Lo
10B29;Lo
10B2A;Lo
10B2B;Lo
10B2C;Lo
10B2D;Lo
10B2E;Lo
10B2F;Lo
10B30;Lo
10B31;Lo
10B32;Lo
10B33;Lo
10B34;Lo
10B35;Lo
10B40;Lo
10B41;Lo
10B42;Lo
10B43;Lo
10B44;Lo
10B45;Lo
10B46;Lo
10B47;Lo
10B48;Lo
10B49;Lo
10B4A;Lo
10B4B;Lo
10B4C;Lo
10B4D;Lo
10B4E;Lo
10B4F;Lo
10B50;Lo
10B51;Lo
10B52;Lo
10B53;Lo
10B54;Lo
10B55;Lo
10B60;Lo
10B61;Lo
10B62;Lo
10B63;Lo
10B64;Lo
10B65;Lo
10B66;Lo
10B67;Lo
10B68;Lo
10B69;Lo
10B6A;Lo
10B6B;Lo
10B6C;Lo
10B6D;Lo
10B6E;Lo
10B6F;Lo
10B70;Lo
10B71;Lo
10B72;Lo
10B80;Lo
10B81;Lo
10B82;Lo
10B83;Lo
10B84;Lo
10B85;Lo
10B86;Lo
10B87;Lo
10B88;Lo
10B89;Lo
10B8A;Lo
10B8B;Lo
10B8C;Lo
10B8D;Lo
10B8E;Lo
10B8F;Lo
10B90;Lo
10B91;Lo
10C00;Lo
10C01;Lo
10C02;Lo
10C03;Lo
10C04;Lo
10C05;Lo
10C06;Lo
10C07;Lo
10C08;Lo
10C09;Lo
10C0A;Lo
10C0B;Lo
10C0C;Lo
10C0D;Lo
10C0E;Lo
10C0F;Lo
10C10;Lo
10C11;Lo
10C12;Lo
10C13;Lo
10C14;Lo
10C15;Lo
10C16;Lo
10C17;Lo
10C18;Lo
10C19;Lo
10C1A;Lo
10C1B;Lo
10C1C;Lo
10C1D;Lo
10C1E;Lo
10C1F;Lo
10C20;Lo
10C21;Lo
10C22;Lo
10C23;Lo
10C24;Lo
10C25;Lo
10C26;Lo
10C27;Lo
10C28;Lo
10C29;Lo
10C2A;Lo
10C2B;Lo
10C2C;Lo
10C2D;Lo
10C2E;Lo
10C2F;Lo
10C30;Lo
10C31;Lo
10C32;Lo
10C33;Lo
10C34;Lo
10C35;Lo
10C36;Lo
10C37;Lo
10C38;Lo
10C39;Lo
10C3A;Lo
10C3B;Lo
10C3C;Lo
10C3D;Lo
10C3E;Lo
10C3F;Lo
10C40;Lo
10C41;Lo
10C42;Lo
10C43;Lo
10C44;Lo
10C45;Lo
10C46;Lo
10C47;Lo
10C48;Lo
11000;Mc
11002;Mc
11003;Lo
11004;Lo
11005;Lo
11006;Lo
11007;Lo
11008;Lo
11009;Lo
1100A;Lo
1100B;Lo
1100C;Lo
1100D;Lo
1100E;Lo
1100F;Lo
11010;Lo
11011;Lo
11012;Lo
11013;Lo
11014;Lo
11015;Lo
11016;Lo
11017;Lo
11018;Lo
11019;Lo
1101A;Lo
1101B;Lo
1101C;Lo
1101D;Lo
1101E;Lo
1101F;Lo
11020;Lo
11021;Lo
11022;Lo
11023;Lo
11024;Lo
11025;Lo
11026;Lo
11027;Lo
11028;Lo
11029;Lo
1102A;Lo
1102B;Lo
1102C;Lo
1102D;Lo
1102E;Lo
1102F;Lo
11030;Lo
11031;Lo
11032;Lo
11033;Lo
11034;Lo
11035;Lo
11036;Lo
11037;Lo
11082;Mc
11083;Lo
11084;Lo
11085;Lo
11086;Lo
11087;Lo
11088;Lo
11089;Lo
1108A;Lo
1108B;Lo
1108C;Lo
1108D;Lo
1108E;Lo
1108F;Lo
11090;Lo
11091;Lo
11092;Lo
11093;Lo
11094;Lo
11095;Lo
11096;Lo
11097;Lo
11098;Lo
11099;Lo
1109A;Lo
1109B;Lo
1109C;Lo
1109D;Lo
1109E;Lo
1109F;Lo
110A0;Lo
110A1;Lo
110A2;Lo
110A3;Lo
110A4;Lo
110A5;Lo
110A6;Lo
110A7;Lo
110A8;Lo
110A9;Lo
110AA;Lo
110AB;Lo
110AC;Lo
110AD;Lo
110AE;Lo
110AF;Lo
110B0;Mc
110B1;Mc
110B2;Mc
110B7;Mc
110B8;Mc
110BD;Cf
110D0;Lo
110D1;Lo
110D2;Lo
110D3;Lo
110D4;Lo
110D5;Lo
110D6;Lo
110D7;Lo
110D8;Lo
110D9;Lo
110DA;Lo
110DB;Lo
110DC;Lo
110DD;Lo
110DE;Lo
110DF;Lo
110E0;Lo
110E1;Lo
110E2;Lo
110E3;Lo
110E4;Lo
110E5;Lo
110E6;Lo
110E7;Lo
110E8;Lo
11103;Lo
11104;Lo
11105;Lo
11106;Lo
11107;Lo
11108;Lo
11109;Lo
1110A;Lo
1110B;Lo
1110C;Lo
1110D;Lo
1110E;Lo
1110F;Lo
11110;Lo
11111;Lo
11112;Lo
11113;Lo
11114;Lo
11115;Lo
11116;Lo
11117;Lo
11118;Lo
11119;Lo
1111A;Lo
1111B;Lo
1111C;Lo
1111D;Lo
1111E;Lo
1111F;Lo
11120;Lo
11121;Lo
11122;Lo
11123;Lo
11124;Lo
11125;Lo
11126;Lo
1112C;Mc
11150;Lo
11151;Lo
11152;Lo
11153;Lo
11154;Lo
11155;Lo
11156;Lo
11157;Lo
11158;Lo
11159;Lo
1115A;Lo
1115B;Lo
1115C;Lo
1115D;Lo
1115E;Lo
1115F;Lo
11160;Lo
11161;Lo
11162;Lo
11163;Lo
11164;Lo
11165;Lo
11166;Lo
11167;Lo
11168;Lo
11169;Lo
1116A;Lo
1116B;Lo
1116C;Lo
1116D;Lo
1116E;Lo
1116F;Lo
11170;Lo
11171;Lo
11172;Lo
11176;Lo
11182;Mc
11183;Lo
11184;Lo
11185;Lo
11186;Lo
11187;Lo
11188;Lo
11189;Lo
1118A;Lo
1118B;Lo
1118C;Lo
1118D;Lo
1118E;Lo
1118F;Lo
11190;Lo
11191;Lo
11192;Lo
11193;Lo
11194;Lo
11195;Lo
11196;Lo
11197;Lo
11198;Lo
11199;Lo
1119A;Lo
1119B;Lo
1119C;Lo
1119D;Lo
1119E;Lo
1119F;Lo
111A0;Lo
111A1;Lo
111A2;Lo
111A3;Lo
111A4;Lo
111A5;Lo
111A6;Lo
111A7;Lo
111A8;Lo
111A9;Lo
111AA;Lo
111AB;Lo
111AC;Lo
111AD;Lo
111AE;Lo
111AF;Lo
111B0;Lo
111B1;Lo
111B2;Lo
111B3;Mc
111B4;Mc
111B5;Mc
111BF;Mc
111C0;Mc
111C1;Lo
111C2;Lo
111C3;Lo
111C4;Lo
111DA;Lo
111DC;Lo
11200;Lo
11201;Lo
11202;Lo
11203;Lo
11204;Lo
11205;Lo
11206;Lo
11207;Lo
11208;Lo
11209;Lo
1120A;Lo
1120B;Lo
1120C;Lo
1120D;Lo
1120E;Lo
1120F;Lo
11210;Lo
11211;Lo
11213;Lo
11214;Lo
11215;Lo
11216;Lo
11217;Lo
11218;Lo
11219;Lo
1121A;Lo
1121B;Lo
1121C;Lo
1121D;Lo
1121E;Lo
1121F;Lo
11220;Lo
11221;Lo
11222;Lo
11223;Lo
11224;Lo
11225;Lo
11226;Lo
11227;Lo
11228;Lo
11229;Lo
1122A;Lo
1122B;Lo
1122C;Mc
1122D;Mc
1122E;Mc
11232;Mc
11233;Mc
11235;Mc
11280;Lo
11281;Lo
11282;Lo
11283;Lo
11284;Lo
11285;Lo
11286;Lo
11288;Lo
1128A;Lo
1128B;Lo
1128C;Lo
1128D;Lo
1128F;Lo
11290;Lo
11291;Lo
11292;Lo
11293;Lo
11294;Lo
11295;Lo
11296;Lo
11297;Lo
11298;Lo
11299;Lo
1129A;Lo
1129B;Lo
1129C;Lo
1129D;Lo
1129F;Lo
112A0;Lo
112A1;Lo
112A2;Lo
112A3;Lo
112A4;Lo
112A5;Lo
112A6;Lo
112A7;Lo
112A8;Lo
112B0;Lo
112B1;Lo
112B2;Lo
112B3;Lo
112B4;Lo
112B5;Lo
112B6;Lo
112B7;Lo
112B8;Lo
112B9;Lo
112BA;Lo
112BB;Lo
112BC;Lo
112BD;Lo
112BE;Lo
112BF;Lo
112C0;Lo
112C1;Lo
112C2;Lo
112C3;Lo
112C4;Lo
112C5;Lo
112C6;Lo
112C7;Lo
112C8;Lo
112C9;Lo
112CA;Lo
112CB;Lo
112CC;Lo
112CD;Lo
112CE;Lo
112CF;Lo
112D0;Lo
112D1;Lo
112D2;Lo
112D3;Lo
112D4;Lo
112D5;Lo
112D6;Lo
112D7;Lo
112D8;Lo
112D9;Lo
112DA;Lo
112DB;Lo
112DC;Lo
112DD;Lo
112DE;Lo
112E0;Mc
112E1;Mc
112E2;Mc
11302;Mc
11303;Mc
11305;Lo
11306;Lo
11307;Lo
11308;Lo
11309;Lo
1130A;Lo
1130B;Lo
1130C;Lo
1130F;Lo
11310;Lo
11313;Lo
11314;Lo
11315;Lo
11316;Lo
11317;Lo
11318;Lo
11319;Lo
1131A;Lo
1131B;Lo
1131C;Lo
1131D;Lo
1131E;Lo
1131F;Lo
11320;Lo
11321;Lo
11322;Lo
11323;Lo
11324;Lo
11325;Lo
11326;Lo
11327;Lo
11328;Lo
1132A;Lo
1132B;Lo
1132C;Lo
1132D;Lo
1132E;Lo
1132F;Lo
11330;Lo
11332;Lo
11333;Lo
11335;Lo
11336;Lo
11337;Lo
11338;Lo
11339;Lo
1133D;Lo
1133E;Mc
1133F;Mc
11341;Mc
11342;Mc
11343;Mc
11344;Mc
11347;Mc
11348;Mc
1134B;Mc
1134C;Mc
1134D;Mc
11350;Lo
11357;Mc
1135D;Lo
1135E;Lo
1135F;Lo
11360;Lo
11361;Lo
11362;Mc
11363;Mc
11480;Lo
11481;Lo
11482;Lo
11483;Lo
11484;Lo
11485;Lo
11486;Lo
11487;Lo
11488;Lo
11489;Lo
1148A;Lo
1148B;Lo
1148C;Lo
1148D;Lo
1148E;Lo
1148F;Lo
11490;Lo
11491;Lo
11492;Lo
11493;Lo
11494;Lo
11495;Lo
11496;Lo
11497;Lo
11498;Lo
11499;Lo
1149A;Lo
1149B;Lo
1149C;Lo
1149D;Lo
1149E;Lo
1149F;Lo
114A0;Lo
114A1;Lo
114A2;Lo
114A3;Lo
114A4;Lo
114A5;Lo
114A6;Lo
114A7;Lo
114A8;Lo
114A9;Lo
114AA;Lo
114AB;Lo
114AC;Lo
114AD;Lo
114AE;Lo
114AF;Lo
114B0;Mc
114B1;Mc
114B2;Mc
114B9;Mc
114BB;Mc
114BC;Mc
114BD;Mc
114BE;Mc
114C1;Mc
114C4;Lo
114C5;Lo
114C7;Lo
11580;Lo
11581;Lo
11582;Lo
11583;Lo
11584;Lo
11585;Lo
11586;Lo
11587;Lo
11588;Lo
11589;Lo
1158A;Lo
1158B;Lo
1158C;Lo
1158D;Lo
1158E;Lo
1158F;Lo
11590;Lo
11591;Lo
11592;Lo
11593;Lo
11594;Lo
11595;Lo
11596;Lo
11597;Lo
11598;Lo
11599;Lo
1159A;Lo
1159B;Lo
1159C;Lo
1159D;Lo
1159E;Lo
1159F;Lo
115A0;Lo
115A1;Lo
115A2;Lo
115A3;Lo
115A4;Lo
115A5;Lo
115A6;Lo
115A7;Lo
115A8;Lo
115A9;Lo
115AA;Lo
115AB;Lo
115AC;Lo
115AD;Lo
115AE;Lo
115AF;Mc
115B0;Mc
115B1;Mc
115B8;Mc
115B9;Mc
115BA;Mc
115BB;Mc
115BE;Mc
115D8;Lo
115D9;Lo
115DA;Lo
115DB;Lo
11600;Lo
11601;Lo
11602;Lo
11603;Lo
11604;Lo
11605;Lo
11606;Lo
11607;Lo
11608;Lo
11609;Lo
1160A;Lo
1160B;Lo
1160C;Lo
1160D;Lo
1160E;Lo
1160F;Lo
11610;Lo
11611;Lo
11612;Lo
11613;Lo
11614;Lo
11615;Lo
11616;Lo
11617;Lo
11618;Lo
11619;Lo
1161A;Lo
1161B;Lo
1161C;Lo
1161D;Lo
1161E;Lo
1161F;Lo
11620;Lo
11621;Lo
11622;Lo
11623;Lo
11624;Lo
11625;Lo
11626;Lo
11627;Lo
11628;Lo
11629;Lo
1162A;Lo
1162B;Lo
1162C;Lo
1162D;Lo
1162E;Lo
1162F;Lo
11630;Mc
11631;Mc
11632;Mc
1163B;Mc
1163C;Mc
1163E;Mc
11644;Lo
11680;Lo
11681;Lo
11682;Lo
11683;Lo
11684;Lo
11685;Lo
11686;Lo
11687;Lo
11688;Lo
11689;Lo
1168A;Lo
1168B;Lo
1168C;Lo
1168D;Lo
1168E;Lo
1168F;Lo
11690;Lo
11691;Lo
11692;Lo
11693;Lo
11694;Lo
11695;Lo
11696;Lo
11697;Lo
11698;Lo
11699;Lo
1169A;Lo
1169B;Lo
1169C;Lo
1169D;Lo
1169E;Lo
1169F;Lo
116A0;Lo
116A1;Lo
116A2;Lo
116A3;Lo
116A4;Lo
116A5;Lo
116A6;Lo
116A7;Lo
116A8;Lo
116A9;Lo
116AA;Lo
116AC;Mc
116AE;Mc
116AF;Mc
116B6;Mc
11700;Lo
11701;Lo
11702;Lo
11703;Lo
11704;Lo
11705;Lo
11706;Lo
11707;Lo
11708;Lo
11709;Lo
1170A;Lo
1170B;Lo
1170C;Lo
1170D;Lo
1170E;Lo
1170F;Lo
11710;Lo
11711;Lo
11712;Lo
11713;Lo
11714;Lo
11715;Lo
11716;Lo
11717;Lo
11718;Lo
11719;Lo
11720;Mc
11721;Mc
11726;Mc
118FF;Lo
11AC0;Lo
11AC1;Lo
11AC2;Lo
11AC3;Lo
11AC4;Lo
11AC5;Lo
11AC6;Lo
11AC7;Lo
11AC8;Lo
11AC9;Lo
11ACA;Lo
11ACB;Lo
11ACC;Lo
11ACD;Lo
11ACE;Lo
11ACF;Lo
11AD0;Lo
11AD1;Lo
11AD2;Lo
11AD3;Lo
11AD4;Lo
11AD5;Lo
11AD6;Lo
11AD7;Lo
11AD8;Lo
11AD9;Lo
11ADA;Lo
11ADB;Lo
11ADC;Lo
11ADD;Lo
11ADE;Lo
11ADF;Lo
11AE0;Lo
11AE1;Lo
11AE2;Lo
11AE3;Lo
11AE4;Lo
11AE5;Lo
11AE6;Lo
11AE7;Lo
11AE8;Lo
11AE9;Lo
11AEA;Lo
11AEB;Lo
11AEC;Lo
11AED;Lo
11AEE;Lo
11AEF;Lo
11AF0;Lo
11AF1;Lo
11AF2;Lo
11AF3;Lo
11AF4;Lo
11AF5;Lo
11AF6;Lo
11AF7;Lo
11AF8;Lo
12000;Lo
12001;Lo
12002;Lo
12003;Lo
12004;Lo
12005;Lo
12006;Lo
12007;Lo
12008;Lo
12009;Lo
1200A;Lo
1200B;Lo
1200C;Lo
1200D;Lo
1200E;Lo
1200F;Lo
12010;Lo
12011;Lo
12012;Lo
12013;Lo
12014;Lo
12015;Lo
12016;Lo
12017;Lo
12018;Lo
12019;Lo
1201A;Lo
1201B;Lo
1201C;Lo
1201D;Lo
1201E;Lo
1201F;Lo
12020;Lo
12021;Lo
12022;Lo
12023;Lo
12024;Lo
12025;Lo
12026;Lo
12027;Lo
12028;Lo
12029;Lo
1202A;Lo
1202B;Lo
1202C;Lo
1202D;Lo
1202E;Lo
1202F;Lo
12030;Lo
12031;Lo
12032;Lo
12033;Lo
12034;Lo
12035;Lo
12036;Lo
12037;Lo
12038;Lo
12039;Lo
1203A;Lo
1203B;Lo
1203C;Lo
1203D;Lo
1203E;Lo
1203F;Lo
12040;Lo
12041;Lo
12042;Lo
12043;Lo
12044;Lo
12045;Lo
12046;Lo
12047;Lo
12048;Lo
12049;Lo
1204A;Lo
1204B;Lo
1204C;Lo
1204D;Lo
1204E;Lo
1204F;Lo
12050;Lo
12051;Lo
12052;Lo
12053;Lo
12054;Lo
12055;Lo
12056;Lo
12057;Lo
12058;Lo
12059;Lo
1205A;Lo
1205B;Lo
1205C;Lo
1205D;Lo
1205E;Lo
1205F;Lo
12060;Lo
12061;Lo
12062;Lo
12063;Lo
12064;Lo
12065;Lo
12066;Lo
12067;Lo
12068;Lo
12069;Lo
1206A;Lo
1206B;Lo
1206C;Lo
1206D;Lo
1206E;Lo
1206F;Lo
12070;Lo
12071;Lo
12072;Lo
12073;Lo
12074;Lo
12075;Lo
12076;Lo
12077;Lo
12078;Lo
12079;Lo
1207A;Lo
1207B;Lo
1207C;Lo
1207D;Lo
1207E;Lo
1207F;Lo
12080;Lo
12081;Lo
12082;Lo
12083;Lo
12084;Lo
12085;Lo
12086;Lo
12087;Lo
12088;Lo
12089;Lo
1208A;Lo
1208B;Lo
1208C;Lo
1208D;Lo
1208E;Lo
1208F;Lo
12090;Lo
12091;Lo
12092;Lo
12093;Lo
12094;Lo
12095;Lo
12096;Lo
12097;Lo
12098;Lo
12099;Lo
1209A;Lo
1209B;Lo
1209C;Lo
1209D;Lo
1209E;Lo
1209F;Lo
120A0;Lo
120A1;Lo
120A2;Lo
120A3;Lo
120A4;Lo
120A5;Lo
120A6;Lo
120A7;Lo
120A8;Lo
120A9;Lo
120AA;Lo
120AB;Lo
120AC;Lo
120AD;Lo
120AE;Lo
120AF;Lo
120B0;Lo
120B1;Lo
120B2;Lo
120B3;Lo
120B4;Lo
120B5;Lo
120B6;Lo
120B7;Lo
120B8;Lo
120B9;Lo
120BA;Lo
120BB;Lo
120BC;Lo
120BD;Lo
120BE;Lo
120BF;Lo
120C0;Lo
120C1;Lo
120C2;Lo
120C3;Lo
120C4;Lo
120C5;Lo
120C6;Lo
120C7;Lo
120C8;Lo
120C9;Lo
120CA;Lo
120CB;Lo
120CC;Lo
120CD;Lo
120CE;Lo
120CF;Lo
120D0;Lo
120D1;Lo
120D2;Lo
120D3;Lo
120D4;Lo
120D5;Lo
120D6;Lo
120D7;Lo
120D8;Lo
120D9;Lo
120DA;Lo
120DB;Lo
120DC;Lo
120DD;Lo
120DE;Lo
120DF;Lo
120E0;Lo
120E1;Lo
120E2;Lo
120E3;Lo
120E4;Lo
120E5;Lo
120E6;Lo
120E7;Lo
120E8;Lo
120E9;Lo
120EA;Lo
120EB;Lo
120EC;Lo
120ED;Lo
120EE;Lo
120EF;Lo
120F0;Lo
120F1;Lo
120F2;Lo
120F3;Lo
120F4;Lo
120F5;Lo
120F6;Lo
120F7;Lo
120F8;Lo
120F9;Lo
120FA;Lo
120FB;Lo
120FC;Lo
120FD;Lo
120FE;Lo
120FF;Lo
12100;Lo
12101;Lo
12102;Lo
12103;Lo
12104;Lo
12105;Lo
12106;Lo
12107;Lo
12108;Lo
12109;Lo
1210A;Lo
1210B;Lo
1210C;Lo
1210D;Lo
1210E;Lo
1210F;Lo
12110;Lo
12111;Lo
12112;Lo
12113;Lo
12114;Lo
12115;Lo
12116;Lo
12117;Lo
12118;Lo
12119;Lo
1211A;Lo
1211B;Lo
1211C;Lo
1211D;Lo
1211E;Lo
1211F;Lo
12120;Lo
12121;Lo
12122;Lo
12123;Lo
12124;Lo
12125;Lo
12126;Lo
12127;Lo
12128;Lo
12129;Lo
1212A;Lo
1212B;Lo
1212C;Lo
1212D;Lo
1212E;Lo
1212F;Lo
12130;Lo
12131;Lo
12132;Lo
12133;Lo
12134;Lo
12135;Lo
12136;Lo
12137;Lo
12138;Lo
12139;Lo
1213A;Lo
1213B;Lo
1213C;Lo
1213D;Lo
1213E;Lo
1213F;Lo
12140;Lo
12141;Lo
12142;Lo
12143;Lo
12144;Lo
12145;Lo
12146;Lo
12147;Lo
12148;Lo
12149;Lo
1214A;Lo
1214B;Lo
1214C;Lo
1214D;Lo
1214E;Lo
1214F;Lo
12150;Lo
12151;Lo
12152;Lo
12153;Lo
12154;Lo
12155;Lo
12156;Lo
12157;Lo
12158;Lo
12159;Lo
1215A;Lo
1215B;Lo
1215C;Lo
1215D;Lo
1215E;Lo
1215F;Lo
12160;Lo
12161;Lo
12162;Lo
12163;Lo
12164;Lo
12165;Lo
12166;Lo
12167;Lo
12168;Lo
12169;Lo
1216A;Lo
1216B;Lo
1216C;Lo
1216D;Lo
1216E;Lo
1216F;Lo
12170;Lo
12171;Lo
12172;Lo
12173;Lo
12174;Lo
12175;Lo
12176;Lo
12177;Lo
12178;Lo
12179;Lo
1217A;Lo
1217B;Lo
1217C;Lo
1217D;Lo
1217E;Lo
1217F;Lo
12180;Lo
12181;Lo
12182;Lo
12183;Lo
12184;Lo
12185;Lo
12186;Lo
12187;Lo
12188;Lo
12189;Lo
1218A;Lo
1218B;Lo
1218C;Lo
1218D;Lo
1218E;Lo
1218F;Lo
12190;Lo
12191;Lo
12192;Lo
12193;Lo
12194;Lo
12195;Lo
12196;Lo
12197;Lo
12198;Lo
12199;Lo
1219A;Lo
1219B;Lo
1219C;Lo
1219D;Lo
1219E;Lo
1219F;Lo
121A0;Lo
121A1;Lo
121A2;Lo
121A3;Lo
121A4;Lo
121A5;Lo
121A6;Lo
121A7;Lo
121A8;Lo
121A9;Lo
121AA;Lo
121AB;Lo
121AC;Lo
121AD;Lo
121AE;Lo
121AF;Lo
121B0;Lo
121B1;Lo
121B2;Lo
121B3;Lo
121B4;Lo
121B5;Lo
121B6;Lo
121B7;Lo
121B8;Lo
121B9;Lo
121BA;Lo
121BB;Lo
121BC;Lo
121BD;Lo
121BE;Lo
121BF;Lo
121C0;Lo
121C1;Lo
121C2;Lo
121C3;Lo
121C4;Lo
121C5;Lo
121C6;Lo
121C7;Lo
121C8;Lo
121C9;Lo
121CA;Lo
121CB;Lo
121CC;Lo
121CD;Lo
121CE;Lo
121CF;Lo
121D0;Lo
121D1;Lo
121D2;Lo
121D3;Lo
121D4;Lo
121D5;Lo
121D6;Lo
121D7;Lo
121D8;Lo
121D9;Lo
121DA;Lo
121DB;Lo
121DC;Lo
121DD;Lo
121DE;Lo
121DF;Lo
121E0;Lo
121E1;Lo
121E2;Lo
121E3;Lo
121E4;Lo
121E5;Lo
121E6;Lo
121E7;Lo
121E8;Lo
121E9;Lo
121EA;Lo
121EB;Lo
121EC;Lo
121ED;Lo
121EE;Lo
121EF;Lo
121F0;Lo
121F1;Lo
121F2;Lo
121F3;Lo
121F4;Lo
121F5;Lo
121F6;Lo
121F7;Lo
121F8;Lo
121F9;Lo
121FA;Lo
121FB;Lo
121FC;Lo
121FD;Lo
121FE;Lo
121FF;Lo
12200;Lo
12201;Lo
12202;Lo
12203;Lo
12204;Lo
12205;Lo
12206;Lo
12207;Lo
12208;Lo
12209;Lo
1220A;Lo
1220B;Lo
1220C;Lo
1220D;Lo
1220E;Lo
1220F;Lo
12210;Lo
12211;Lo
12212;Lo
12213;Lo
12214;Lo
12215;Lo
12216;Lo
12217;Lo
12218;Lo
12219;Lo
1221A;Lo
1221B;Lo
1221C;Lo
1221D;Lo
1221E;Lo
1221F;Lo
12220;Lo
12221;Lo
12222;Lo
12223;Lo
12224;Lo
12225;Lo
12226;Lo
12227;Lo
12228;Lo
12229;Lo
1222A;Lo
1222B;Lo
1222C;Lo
1222D;Lo
1222E;Lo
1222F;Lo
12230;Lo
12231;Lo
12232;Lo
12233;Lo
12234;Lo
12235;Lo
12236;Lo
12237;Lo
12238;Lo
12239;Lo
1223A;Lo
1223B;Lo
1223C;Lo
1223D;Lo
1223E;Lo
1223F;Lo
12240;Lo
12241;Lo
12242;Lo
12243;Lo
12244;Lo
12245;Lo
12246;Lo
12247;Lo
12248;Lo
12249;Lo
1224A;Lo
1224B;Lo
1224C;Lo
1224D;Lo
1224E;Lo
1224F;Lo
12250;Lo
12251;Lo
12252;Lo
12253;Lo
12254;Lo
12255;Lo
12256;Lo
12257;Lo
12258;Lo
12259;Lo
1225A;Lo
1225B;Lo
1225C;Lo
1225D;Lo
1225E;Lo
1225F;Lo
12260;Lo
12261;Lo
12262;Lo
12263;Lo
12264;Lo
12265;Lo
12266;Lo
12267;Lo
12268;Lo
12269;Lo
1226A;Lo
1226B;Lo
1226C;Lo
1226D;Lo
1226E;Lo
1226F;Lo
12270;Lo
12271;Lo
12272;Lo
12273;Lo
12274;Lo
12275;Lo
12276;Lo
12277;Lo
12278;Lo
12279;Lo
1227A;Lo
1227B;Lo
1227C;Lo
1227D;Lo
1227E;Lo
1227F;Lo
12280;Lo
12281;Lo
12282;Lo
12283;Lo
12284;Lo
12285;Lo
12286;Lo
12287;Lo
12288;Lo
12289;Lo
1228A;Lo
1228B;Lo
1228C;Lo
1228D;Lo
1228E;Lo
1228F;Lo
12290;Lo
12291;Lo
12292;Lo
12293;Lo
12294;Lo
12295;Lo
12296;Lo
12297;Lo
12298;Lo
12299;Lo
1229A;Lo
1229B;Lo
1229C;Lo
1229D;Lo
1229E;Lo
1229F;Lo
122A0;Lo
122A1;Lo
122A2;Lo
122A3;Lo
122A4;Lo
122A5;Lo
122A6;Lo
122A7;Lo
122A8;Lo
122A9;Lo
122AA;Lo
122AB;Lo
122AC;Lo
122AD;Lo
122AE;Lo
122AF;Lo
122B0;Lo
122B1;Lo
122B2;Lo
122B3;Lo
122B4;Lo
122B5;Lo
122B6;Lo
122B7;Lo
122B8;Lo
122B9;Lo
122BA;Lo
122BB;Lo
122BC;Lo
122BD;Lo
122BE;Lo
122BF;Lo
122C0;Lo
122C1;Lo
122C2;Lo
122C3;Lo
122C4;Lo
122C5;Lo
122C6;Lo
122C7;Lo
122C8;Lo
122C9;Lo
122CA;Lo
122CB;Lo
122CC;Lo
122CD;Lo
122CE;Lo
122CF;Lo
122D0;Lo
122D1;Lo
122D2;Lo
122D3;Lo
122D4;Lo
122D5;Lo
122D6;Lo
122D7;Lo
122D8;Lo
122D9;Lo
122DA;Lo
122DB;Lo
122DC;Lo
122DD;Lo
122DE;Lo
122DF;Lo
122E0;Lo
122E1;Lo
